A_0	A_1	R_0	R_1	R_2	R_3	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
#	#	1	0	#	0	0	0.1086463741492307	0.6415094339622641	2	158.84912342397666	4980	4578	0.5	3269.797754813031	34	53
#	#	1	0	0	0	0	0.19349176319999997	0.72	1	156.30598629785095	4980	4596	0.6666666666666666	156.30598629785095	18	25
1	#	#	1	1	1	0	0.0	0.0	1	192.02013760527112	4627	4627	0.6666666666666666	10735.89094131941	0	23
#	#	0	0	0	#	0	0.48894551440329226	0.8666666666666667	1	178.12458039676434	4998	4630	0.5	178.12458039676434	39	45
#	#	#	#	#	0	1	0.007555687753522337	0.37640449438202245	1	171.6840026796828	4990	4652	0.16666666666666666	12201.754779693734	67	178
0	1	#	0	#	#	1	0.0	0.0	1	177.06390659360736	4658	4658	0.5	9899.684556734497	0	43
1	1	#	0	1	#	1	0.02448519270213934	0.47619047619047616	1	177.33953004170118	4974	4673	0.6666666666666666	3160.930513120075	10	21
#	1	1	#	1	0	0	0.17525145137855438	0.7058823529411765	1	179.92135984250882	4975	4719	0.6666666666666666	179.92135984250882	12	17
#	0	1	0	0	#	1	0.023078380428451596	0.47058823529411764	1	139.921139560448	4990	4734	0.6666666666666666	139.921139560448	8	17
#	1	1	0	0	1	0	0.014458261438686257	0.42857142857142855	1	134.928	4875	4747	0.8333333333333334	134.928	3	7
#	#	0	#	1	1	0	0.0069691719376256305	0.37037037037037035	1	162.95935753592184	4977	4785	0.5	13073.426788067874	10	27
#	#	0	0	#	0	0	0.5417169694823225	0.8846153846153846	1	187.361356864052	4998	4799	0.5	189.201696080065	23	26
1	#	#	#	0	0	1	0.0	0.0	1	177.7052164313907	4852	4852	0.5	177.7052164313907	0	18
#	0	0	#	#	0	0	0.18593443208187066	0.7142857142857143	1	171.07999999999998	4998	4957	0.5	171.07999999999998	5	7
#	1	1	#	1	#	0	0.03125	0.5	1	166.5	4975	4975	0.5	166.5	1	2
0	#	1	0	0	0	1	0.02373046875	0.75	1	145.97011320148334	4990	4990	0.8333333333333334	145.97011320148334	0	0
