A_0	A_1	R_0	R_1	R_2	R_3	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
1	#	#	0	#	0	0	0.2373046875	0.75	8	0	4976	434	0.5	0	426	568
0	0	0	#	1	#	0	1.0	1.0	12	0	4980	437	0.6666666666666666	0	284	284
1	1	1	#	0	0	0	1.0	1.0	17	0	4954	437	0.8333333333333334	0	142	142
#	0	#	#	#	#	1	0.03152508633033764	0.5008771929824561	3	0	4999	440	0.16666666666666666	0	1142	2280
0	0	#	#	#	1	0	0.03097635895389902	0.4991212653778559	4	0	4980	442	0.5	0	284	569
1	1	1	#	#	1	1	1.0	1.0	16	0	4990	442	0.6666666666666666	0	286	286
1	1	0	0	1	1	1	1.0	1.0	8	0	4949	450	1.0	0	71	71
1	#	1	#	#	#	1	0.03152557148542265	0.5008787346221442	2	0	4999	452	0.3333333333333333	0	570	1138
#	#	#	0	#	0	0	0.2383519263287364	0.7506607929515419	3	0	4998	458	0.3333333333333333	0	852	1135
#	1	#	#	#	1	1	0.2369564270852916	0.7497797356828194	7	0	4991	459	0.3333333333333333	0	851	1135
#	1	1	0	#	#	0	0.2373046875	0.75	7	0	4988	460	0.5	0	426	568
0	1	#	1	1	1	1	1.0	1.0	21	0	4991	461	0.8333333333333334	0	142	142
0	0	0	0	1	#	0	1.0	1.0	10	0	4951	464	0.8333333333333334	0	141	141
1	0	1	1	1	1	0	0.0	0.0	1	0	469	469	1.0	0	0	71
0	0	#	#	1	0	1	0.03125	0.5	7	0	4978	472	0.6666666666666666	0	141	282
1	0	1	1	#	0	1	0.03237398642837216	0.5035460992907801	4	0	4996	472	0.8333333333333334	0	71	141
1	#	0	1	#	#	1	0.030975397134394834	0.4991181657848324	1	0	4984	473	0.5	0	283	567
0	1	1	1	#	1	1	1.0	1.0	24	0	4991	473	0.8333333333333334	0	141	141
1	1	#	#	#	1	1	1.0	1.0	18	0	4990	476	0.5	0	564	564
#	0	0	0	1	#	0	0.030157451412708515	0.49645390070921985	2	0	4951	478	0.6666666666666666	0	140	282
#	0	#	0	0	0	0	0.24012300134298675	0.75177304964539	1	0	4985	483	0.6666666666666666	0	212	282
1	0	0	#	1	1	1	1.0	1.0	20	0	4992	484	0.8333333333333334	0	142	142
1	1	1	0	1	0	0	1.0	1.0	12	0	4976	485	1.0	0	71	71
1	0	#	0	1	1	0	0.0	0.0	4	0	486	486	0.8333333333333334	0	0	142
1	1	1	#	0	#	0	0.030697893768794376	0.498220640569395	3	0	4954	487	0.6666666666666666	0	140	281
1	1	#	1	1	1	1	1.0	1.0	34	0	4973	490	0.8333333333333334	0	141	141
1	0	#	1	0	0	0	1.0	1.0	14	0	4981	492	0.8333333333333334	0	141	141
1	#	0	0	#	1	1	0.2345128987424522	0.74822695035461	2	0	4992	495	0.6666666666666666	0	211	282
#	0	0	#	1	#	1	0.03152851873702252	0.5008880994671403	2	0	4992	498	0.5	0	282	563
0	#	0	0	#	0	0	1.0	1.0	16	0	4998	500	0.6666666666666666	0	282	282
1	1	#	1	#	1	0	0.0	0.0	2	0	502	502	0.6666666666666666	0	0	281
1	0	0	1	0	0	0	1.0	1.0	14	0	4981	502	1.0	0	70	70
1	1	0	0	#	0	0	1.0	1.0	21	0	4943	503	0.8333333333333334	0	140	140
#	1	1	0	#	1	1	0.03181002158128543	0.501779359430605	5	0	4990	508	0.6666666666666666	0	141	281
1	#	#	1	1	#	1	0.23871553184279057	0.7508896797153025	6	0	4997	513	0.5	0	422	562
0	1	#	#	1	#	1	0.03125	0.5	4	0	4991	515	0.5	0	280	560
1	#	1	1	1	0	1	0.03125	0.5	1	0	4996	519	0.8333333333333334	0	70	140
1	1	#	0	#	#	1	0.03125	0.5	4	0	4990	520	0.5	0	280	560
0	#	0	#	1	1	1	0.0009765625	0.25	2	0	4963	521	0.6666666666666666	0	70	280
1	1	1	0	1	#	0	0.03125	0.5	4	0	4976	524	0.8333333333333334	0	70	140
1	0	0	1	1	1	0	0.0	0.0	1	0	525	525	1.0	0	0	70
1	1	1	0	#	#	0	0.03125	0.5	1	0	4976	527	0.6666666666666666	0	140	280
1	#	1	#	#	1	0	0.0009765625	0.25	1	0	4983	531	0.5	0	140	560
0	1	0	1	0	#	1	1.0	1.0	13	0	4966	532	0.8333333333333334	0	140	140
0	1	0	#	1	1	0	0.03014195744909584	0.49640287769784175	4	0	4946	536	0.8333333333333334	0	69	139
1	#	0	0	#	0	0	0.23305202557535512	0.7472924187725631	7	0	4953	537	0.6666666666666666	0	207	277
0	0	1	#	1	#	0	0.0	0.0	2	0	538	538	0.6666666666666666	0	0	278
#	1	0	0	#	0	0	1.0	1.0	15	0	4998	542	0.6666666666666666	0	278	278
0	0	1	1	1	#	1	1.0	1.0	21	0	4945	545	0.8333333333333334	0	138	138
0	1	0	0	#	#	0	1.0	1.0	10	0	4998	545	0.6666666666666666	0	279	279
0	#	1	0	0	#	0	0.03181406485117637	0.5017921146953405	3	0	4971	546	0.6666666666666666	0	140	279
0	0	1	0	1	#	1	1.0	1.0	13	0	4978	551	0.8333333333333334	0	139	139
1	0	0	#	#	1	1	0.03181406485117637	0.5017921146953405	3	0	4992	551	0.6666666666666666	0	140	279
1	0	1	0	#	0	0	0.03125	0.5	10	0	4968	553	0.8333333333333334	0	69	138
1	1	1	1	1	1	1	1.0	1.0	21	0	4973	556	1.0	0	70	70
0	#	0	0	#	1	0	1.0	1.0	12	0	4993	556	0.6666666666666666	0	277	277
1	1	0	1	0	1	1	1.0	1.0	10	0	4940	557	1.0	0	69	69
0	1	#	1	1	1	0	0.0	0.0	1	0	558	558	0.8333333333333334	0	0	139
1	1	1	#	1	1	1	1.0	1.0	13	0	4990	560	0.8333333333333334	0	139	139
#	1	1	#	0	0	0	0.2373046875	0.75	7	0	4965	565	0.6666666666666666	0	207	276
#	1	#	#	1	1	1	0.2387359540800823	0.7509025270758123	9	0	4991	567	0.5	0	416	554
0	1	#	1	1	#	1	1.0	1.0	9	0	4991	569	0.6666666666666666	0	278	278
0	0	1	#	1	1	1	1.0	1.0	12	0	4962	570	0.8333333333333334	0	138	138
1	0	0	#	0	1	1	0.0	0.0	1	0	571	571	0.8333333333333334	0	0	139
0	0	1	1	1	#	0	0.0	0.0	3	0	573	573	0.8333333333333334	0	0	138
#	#	0	0	1	1	0	0.03125	0.5	1	0	4946	576	0.6666666666666666	0	138	276
1	#	0	#	1	1	1	1.0	1.0	17	0	4992	578	0.6666666666666666	0	276	276
1	#	1	0	1	#	0	0.0009590618336434367	0.2490974729241877	1	0	4976	579	0.6666666666666666	0	69	277
0	0	#	0	#	0	1	0.03125	0.5	4	0	4978	579	0.6666666666666666	0	138	276
0	#	0	1	0	1	1	0.03125	0.5	3	0	4966	581	0.8333333333333334	0	69	138
1	1	1	0	#	0	0	1.0	1.0	23	0	4976	586	0.8333333333333334	0	138	138
1	1	1	0	0	0	0	1.0	1.0	20	0	4950	587	1.0	0	69	69
1	#	#	#	0	0	1	0.0	0.0	2	0	588	588	0.5	0	0	552
1	1	0	1	1	#	1	0.03125	0.5	6	0	4958	590	0.8333333333333334	0	69	138
#	1	0	0	#	#	1	0.0009677008299679522	0.2495446265938069	3	0	4949	592	0.5	0	137	549
1	#	0	#	1	0	0	0.03068593541422779	0.49818181818181817	2	0	4957	598	0.6666666666666666	0	137	275
1	#	0	#	1	#	1	0.23874638852622826	0.7509090909090909	4	0	4992	600	0.5	0	413	550
#	#	#	#	#	1	1	0.09510738608117321	0.6246587807097361	2	0	4999	603	0.16666666666666666	0	1373	2198
1	#	1	0	0	0	0	1.0	1.0	14	0	4968	605	0.8333333333333334	0	137	137
0	1	#	0	1	#	1	0.0	0.0	1	0	608	608	0.6666666666666666	0	0	274
0	0	0	0	1	0	0	1.0	1.0	11	0	4951	608	1.0	0	68	68
0	1	1	#	#	1	0	0.03125	0.5	4	0	4971	611	0.6666666666666666	0	137	274
1	1	1	0	#	0	1	0.0	0.0	4	0	612	612	0.8333333333333334	0	0	137
1	0	1	#	0	#	0	1.0	1.0	11	0	4983	615	0.6666666666666666	0	275	275
0	0	1	#	#	0	1	1.0	1.0	14	0	4987	620	0.6666666666666666	0	274	274
1	1	0	0	0	#	0	0.03125	0.5	2	0	4942	622	0.8333333333333334	0	68	136
1	0	1	#	#	0	0	0.030681833345493955	0.4981684981684982	2	0	4968	622	0.6666666666666666	0	136	273
1	0	0	#	0	#	1	0.0	0.0	2	0	623	623	0.6666666666666666	0	0	274
#	1	#	#	1	0	1	0.0009945797721300936	0.2509157509157509	1	0	4986	625	0.5	0	137	546
#	0	#	1	1	0	0	0.0009588072920466861	0.2490842490842491	1	0	4975	627	0.6666666666666666	0	68	273
1	#	#	0	1	0	0	0.03125	0.5	6	0	4976	628	0.6666666666666666	0	136	272
1	#	#	0	1	1	0	0.0	0.0	4	0	629	629	0.6666666666666666	0	0	275
1	1	1	1	#	1	1	1.0	1.0	17	0	4989	629	0.8333333333333334	0	137	137
1	1	0	0	#	#	1	0.03125	0.5	2	0	4949	630	0.6666666666666666	0	136	272
#	0	0	1	0	0	0	1.0	1.0	9	0	4981	636	0.8333333333333334	0	136	136
1	1	#	1	1	0	0	1.0	1.0	9	0	4961	637	0.8333333333333334	0	136	136
0	#	1	#	1	1	1	0.2373046875	0.75	4	0	4991	643	0.6666666666666666	0	204	272
0	#	1	0	#	#	0	0.03125	0.5	3	0	4988	646	0.5	0	272	544
0	0	#	#	1	1	1	0.03125	0.5	2	0	4962	647	0.6666666666666666	0	136	272
0	1	#	#	#	1	1	0.03125	0.5	4	0	4991	649	0.5	0	272	544
1	0	1	0	#	#	1	0.03125	0.5	3	0	4999	652	0.6666666666666666	0	136	272
0	#	#	#	1	1	1	0.031538815041043305	0.5009208103130756	1	0	4991	653	0.5	0	272	543
1	0	1	#	#	#	1	0.03125	0.5	4	0	4999	657	0.5	0	272	544
0	1	#	1	0	0	1	1.0	1.0	13	0	4977	659	0.8333333333333334	0	136	136
1	0	0	1	0	#	0	1.0	1.0	15	0	4981	659	0.8333333333333334	0	136	136
1	0	#	0	1	0	1	1.0	1.0	12	0	4969	665	0.8333333333333334	0	136	136
0	#	#	0	1	#	1	0.0010039410590592587	0.2513863216266174	1	0	4978	665	0.5	0	136	541
0	1	0	0	0	1	0	1.0	1.0	10	0	4993	668	1.0	0	68	68
0	0	1	#	0	0	1	1.0	1.0	10	0	4987	672	0.8333333333333334	0	135	135
1	#	#	#	#	#	0	0.03103388741341043	0.49930651872399445	1	0	4994	672	0.16666666666666666	0	1080	2163
1	0	0	1	#	0	0	0.03125	0.5	5	0	4981	674	0.8333333333333334	0	68	136
1	0	0	1	#	#	0	0.030677671178081144	0.4981549815498155	2	0	4981	679	0.6666666666666666	0	135	271
#	0	0	#	0	#	0	1.0	1.0	15	0	4994	682	0.5	0	541	541
0	0	1	1	1	1	1	1.0	1.0	11	0	4945	684	1.0	0	67	67
1	0	0	1	#	1	1	0.03125	0.5	3	0	4984	697	0.8333333333333334	0	67	134
1	0	0	0	1	0	1	1.0	1.0	9	0	4969	699	1.0	0	67	67
0	1	1	#	1	1	1	0.03242468166808801	0.5037037037037037	4	0	4991	701	0.8333333333333334	0	68	135
0	0	#	1	#	1	1	0.03125	0.5	5	0	4945	701	0.6666666666666666	0	134	268
0	#	#	0	#	#	0	0.2369370013489487	0.7497674418604651	4	0	4998	703	0.3333333333333333	0	806	1075
0	#	#	1	0	#	1	0.23656634119187572	0.7495327102803738	2	0	4987	716	0.5	0	401	535
1	#	1	#	0	0	0	1.0	1.0	10	0	4968	719	0.6666666666666666	0	268	268
1	1	1	0	#	#	1	0.03125	0.5	7	0	4990	725	0.6666666666666666	0	134	268
0	#	1	0	0	1	1	0.03125	0.5	2	0	4995	730	0.8333333333333334	0	67	134
0	1	0	#	0	1	0	0.03125	0.5	8	0	4993	737	0.8333333333333334	0	67	134
1	0	#	0	#	1	1	0.03125	0.5	3	0	4999	737	0.6666666666666666	0	134	268
#	1	#	1	0	1	1	1.0	1.0	13	0	4989	742	0.6666666666666666	0	265	265
#	1	1	0	0	0	0	1.0	1.0	18	0	4965	743	0.8333333333333334	0	132	132
0	1	#	#	0	0	0	0.03125	0.5	2	0	4998	748	0.6666666666666666	0	133	266
0	0	1	1	1	0	1	1.0	1.0	14	0	4941	750	1.0	0	66	66
1	0	#	1	0	#	0	1.0	1.0	13	0	4983	756	0.6666666666666666	0	266	266
1	0	0	#	#	#	0	0.030956850103530997	0.4990583804143126	2	0	4994	757	0.5	0	265	531
#	1	1	0	#	0	0	1.0	1.0	11	0	4988	758	0.6666666666666666	0	265	265
#	1	0	0	0	1	0	0.032442611706174254	0.5037593984962406	3	0	4993	759	0.8333333333333334	0	67	133
1	#	1	#	0	#	0	0.23507019600934992	0.7485822306238186	2	0	4983	760	0.5	0	396	529
0	0	0	0	#	0	0	1.0	1.0	17	0	4985	771	0.8333333333333334	0	132	132
#	1	#	#	1	0	0	0.2373046875	0.75	6	0	4988	774	0.5	0	396	528
#	1	0	1	1	1	1	1.0	1.0	13	0	4963	776	0.8333333333333334	0	132	132
1	#	0	#	#	#	0	0.03139838529803816	0.500473933649289	1	0	4994	778	0.3333333333333333	0	528	1055
1	1	1	#	0	1	1	1.0	1.0	14	0	4989	781	0.8333333333333334	0	132	132
1	1	1	1	#	0	0	1.0	1.0	13	0	4961	781	0.8333333333333334	0	132	132
#	1	#	#	#	1	0	0.0009858630280711977	0.2504743833017078	1	0	4993	783	0.3333333333333333	0	264	1054
#	1	1	1	0	1	1	1.0	1.0	11	0	4989	788	0.8333333333333334	0	131	131
#	#	0	0	1	0	0	0.23430086944568226	0.7480916030534351	5	0	4967	795	0.6666666666666666	0	196	262
0	#	0	#	#	1	0	0.23505323616721602	0.7485714285714286	6	0	4993	797	0.5	0	393	525
0	#	1	1	1	#	0	0.0	0.0	3	0	798	798	0.6666666666666666	0	0	262
1	1	0	0	0	0	0	1.0	1.0	28	0	4942	804	1.0	0	65	65
0	1	0	#	0	0	0	0.03246109752433022	0.5038167938931297	5	0	4998	816	0.8333333333333334	0	66	131
#	#	1	0	1	#	1	0.09609765358583233	0.6259541984732825	5	0	4999	817	0.5	0	328	524
0	#	1	1	#	0	1	1.0	1.0	11	0	4987	821	0.6666666666666666	0	262	262
#	0	1	1	#	1	1	0.238823918690063	0.7509578544061303	10	0	4997	825	0.6666666666666666	0	196	261
1	1	0	#	1	1	1	1.0	1.0	13	0	4958	825	0.8333333333333334	0	130	130
1	1	#	#	#	#	1	0.031551057505623384	0.5009596928982726	4	0	4990	828	0.3333333333333333	0	522	1042
1	1	0	0	#	#	0	0.03125	0.5	5	0	4943	838	0.6666666666666666	0	130	260
0	0	1	0	1	0	1	1.0	1.0	14	0	4978	838	1.0	0	65	65
#	1	1	0	0	0	1	0.0	0.0	2	0	843	843	0.8333333333333334	0	0	130
1	#	1	#	#	0	0	0.2373046875	0.75	3	0	4976	843	0.5	0	390	520
0	1	0	0	0	0	0	1.0	1.0	16	0	4998	844	1.0	0	65	65
1	1	1	#	#	#	1	0.03125	0.5	3	0	4990	847	0.5	0	260	520
0	1	1	1	#	0	1	1.0	1.0	18	0	4986	848	0.8333333333333334	0	130	130
0	1	1	0	1	0	0	1.0	1.0	12	0	4988	849	1.0	0	65	65
#	1	1	0	#	1	0	0.03125	0.5	4	0	4971	849	0.6666666666666666	0	130	260
1	0	1	#	0	0	0	1.0	1.0	14	0	4968	852	0.8333333333333334	0	129	129
1	0	#	0	#	0	0	0.03125	0.5	5	0	4968	856	0.6666666666666666	0	130	260
1	1	1	1	1	0	0	1.0	1.0	6	0	4961	857	1.0	0	65	65
0	1	1	1	0	0	1	1.0	1.0	11	0	4977	858	1.0	0	65	65
1	0	#	0	0	0	1	0.0	0.0	2	0	858	858	0.8333333333333334	0	0	129
1	#	#	#	#	1	1	0.23578155590252478	0.749034749034749	1	0	4999	861	0.3333333333333333	0	776	1036
1	1	#	#	#	0	0	1.0	1.0	9	0	4982	862	0.5	0	515	515
0	#	1	#	1	0	1	0.23578155590252478	0.749034749034749	3	0	4986	866	0.6666666666666666	0	194	259
0	#	#	1	1	#	1	0.2342545392889329	0.748062015503876	6	0	4991	867	0.5	0	386	516
1	#	0	#	#	1	1	0.23653770466592067	0.7495145631067961	5	0	4992	869	0.5	0	386	515
1	#	0	1	#	1	1	0.2388476256504066	0.7509727626459144	4	0	4984	870	0.6666666666666666	0	193	257
1	#	#	#	1	0	0	0.0309477779010002	0.49902912621359224	2	0	4976	873	0.5	0	257	515
0	1	1	#	#	1	1	0.03186272643523469	0.5019455252918288	6	0	4991	875	0.6666666666666666	0	129	257
1	0	1	1	0	0	0	1.0	1.0	8	0	4948	875	1.0	0	64	64
1	1	1	0	0	1	1	1.0	1.0	10	0	4952	876	1.0	0	64	64
1	1	1	#	#	0	0	1.0	1.0	17	0	4976	876	0.6666666666666666	0	257	257
#	0	#	0	1	0	1	0.2388476256504066	0.7509727626459144	5	0	4978	878	0.6666666666666666	0	193	257
1	0	0	1	1	0	1	1.0	1.0	6	0	4972	879	1.0	0	64	64
1	0	0	#	1	0	1	1.0	1.0	11	0	4972	885	0.8333333333333334	0	128	128
1	1	1	#	1	0	0	1.0	1.0	14	0	4976	890	0.8333333333333334	0	128	128
1	1	0	0	1	#	0	0.03125	0.5	7	0	4943	892	0.8333333333333334	0	64	128
0	#	1	1	0	#	1	1.0	1.0	9	0	4987	895	0.6666666666666666	0	256	256
#	1	1	#	1	#	1	0.03125	0.5	1	0	4991	900	0.5	0	256	512
#	0	#	1	#	1	0	0.030946604240741492	0.49902534113060426	1	0	4983	900	0.5	0	256	513
0	#	0	0	0	#	0	1.0	1.0	5	0	4998	906	0.6666666666666666	0	256	256
0	1	#	1	#	#	1	1.0	1.0	5	0	4991	907	0.5	0	512	512
1	0	1	0	#	#	0	0.03125	0.5	7	0	4970	910	0.6666666666666666	0	128	256
1	0	0	0	0	#	0	1.0	1.0	10	0	4994	910	0.8333333333333334	0	128	128
0	1	0	1	#	#	1	1.0	1.0	13	0	4966	911	0.6666666666666666	0	256	256
#	0	#	1	0	#	0	0.23885975876423607	0.7509803921568627	5	0	4983	916	0.5	0	383	510
0	1	0	#	1	0	0	0.032499843160313506	0.5039370078740157	4	0	4967	933	0.8333333333333334	0	64	127
#	0	0	0	1	1	1	0.032499843160313506	0.5039370078740157	3	0	4992	936	0.8333333333333334	0	64	127
0	1	0	1	1	1	1	1.0	1.0	8	0	4963	938	1.0	0	63	63
#	1	0	0	#	#	0	0.23887208421077794	0.7509881422924901	2	0	4998	938	0.5	0	380	506
#	1	#	#	1	#	0	0.030942423655349608	0.4990118577075099	3	0	4988	950	0.3333333333333333	0	505	1012
0	#	0	1	#	#	1	0.03125	0.5	3	0	4966	951	0.5	0	252	504
0	0	#	1	#	0	1	0.03187249039386427	0.5019762845849802	5	0	4987	952	0.6666666666666666	0	127	253
0	#	1	0	1	1	0	0.03125	0.5	2	0	4960	954	0.8333333333333334	0	63	126
1	0	0	#	1	#	1	1.0	1.0	11	0	4992	954	0.6666666666666666	0	253	253
#	#	#	1	1	#	1	0.23848062517330484	0.7507418397626113	2	0	4997	958	0.3333333333333333	0	759	1011
0	#	#	0	#	0	0	0.2380889058757898	0.7504950495049505	6	0	4998	961	0.5	0	379	505
#	0	1	#	#	#	1	0.23848062517330484	0.7507418397626113	3	0	4999	963	0.3333333333333333	0	759	1011
#	1	#	1	0	1	0	0.0	0.0	1	0	967	967	0.6666666666666666	0	0	252
1	1	#	#	1	#	0	0.03125	0.5	4	0	4976	968	0.5	0	252	504
0	#	#	0	0	0	1	0.0009195806836754602	0.24701195219123506	1	0	4937	969	0.6666666666666666	0	62	251
0	0	#	0	1	1	0	0.030019840638976	0.496	3	0	4939	975	0.8333333333333334	0	62	125
#	0	#	1	0	0	0	0.2373046875	0.75	4	0	4981	977	0.6666666666666666	0	189	252
#	1	0	0	1	1	0	0.030019840638976	0.496	2	0	4946	978	0.8333333333333334	0	62	125
1	#	0	#	0	#	0	0.24127822080259828	0.7524950099800399	2	0	4994	980	0.5	0	377	501
#	1	0	1	1	#	0	0.0009765625	0.25	1	0	4957	981	0.6666666666666666	0	63	252
0	0	1	0	#	#	1	1.0	1.0	8	0	4995	983	0.6666666666666666	0	251	251
1	0	0	#	#	0	1	0.03125	0.5	5	0	4972	984	0.6666666666666666	0	126	252
0	1	1	1	1	0	1	1.0	1.0	5	0	4986	984	1.0	0	63	63
1	1	0	0	0	0	1	0.0	0.0	1	0	989	989	1.0	0	0	62
#	1	#	1	#	0	0	0.03093812624999398	0.49899799599198397	1	0	4982	993	0.5	0	249	499
1	0	0	0	0	#	1	0.0	0.0	2	0	997	997	0.8333333333333334	0	0	125
0	#	0	#	1	#	0	0.23969203936830372	0.751503006012024	2	0	4980	997	0.5	0	375	499
0	1	1	#	#	#	1	0.031563123750005986	0.500998003992016	5	0	4991	1000	0.5	0	251	501
#	1	1	#	0	1	1	0.234157455059968	0.748	4	0	4989	1002	0.6666666666666666	0	187	250
1	1	#	1	1	#	0	0.030627509999806707	0.4979919678714859	4	0	4961	1004	0.6666666666666666	0	124	249
0	#	#	#	0	0	1	0.03093936628487441	0.499001996007984	4	0	4987	1004	0.5	0	250	501
1	#	1	1	0	0	1	0.0	0.0	1	0	1007	1007	0.8333333333333334	0	0	124
1	1	#	#	0	#	0	0.03125	0.5	1	0	4982	1011	0.5	0	249	498
#	#	#	1	0	#	1	0.03140735114186835	0.5005025125628141	1	0	4989	1014	0.3333333333333333	0	498	995
#	#	0	0	0	0	0	1.0	1.0	3	0	4998	1019	0.6666666666666666	0	249	249
#	1	0	0	0	#	0	0.240485670060032	0.752	3	0	4998	1022	0.6666666666666666	0	188	250
0	1	0	#	1	#	0	0.03125	0.5	3	0	4967	1026	0.6666666666666666	0	124	248
0	1	#	#	0	#	1	0.030936876275195143	0.49899396378269617	2	0	4977	1027	0.5	0	248	497
1	0	0	#	0	#	0	1.0	1.0	10	0	4994	1028	0.6666666666666666	0	248	248
0	0	0	0	#	1	0	1.0	1.0	10	0	4947	1030	0.8333333333333334	0	124	124
1	1	1	0	1	0	1	0.0	0.0	2	0	1040	1040	1.0	0	0	62
1	#	0	0	1	#	0	0.000918680311012488	0.24696356275303644	1	0	4943	1043	0.6666666666666666	0	61	247
1	#	1	#	1	1	0	0.0	0.0	3	0	1044	1044	0.6666666666666666	0	0	248
1	1	1	0	#	1	0	0.0	0.0	2	0	1050	1050	0.8333333333333334	0	0	123
0	#	0	#	1	0	0	0.24053767370789134	0.7520325203252033	5	0	4975	1053	0.6666666666666666	0	185	246
#	0	1	#	#	#	0	0.0009915248743539657	0.25076142131979695	2	0	4983	1061	0.3333333333333333	0	247	985
1	1	0	0	#	0	1	0.0	0.0	2	0	1065	1065	0.8333333333333334	0	0	122
0	#	1	#	#	1	1	0.2389234037835294	0.7510204081632653	5	0	4995	1067	0.5	0	368	490
1	0	1	#	0	0	1	0.0	0.0	2	0	1068	1068	0.8333333333333334	0	0	122
0	0	0	#	0	1	0	1.0	1.0	11	0	4979	1079	0.8333333333333334	0	122	122
0	#	#	0	#	0	1	0.000947090963218281	0.2484725050916497	2	0	4978	1079	0.5	0	122	491
#	#	0	0	#	0	0	0.5136585830884687	0.8752556237218814	2	0	4998	1082	0.5	0	428	489
0	0	1	0	#	0	1	1.0	1.0	6	0	4978	1089	0.8333333333333334	0	122	122
1	1	0	#	0	0	0	1.0	1.0	6	0	4982	1093	0.8333333333333334	0	122	122
1	0	1	0	1	0	1	1.0	1.0	12	0	4964	1096	1.0	0	61	61
#	1	0	#	#	#	0	0.03125	0.5	2	0	4998	1096	0.3333333333333333	0	488	976
1	1	#	#	0	1	1	1.0	1.0	12	0	4989	1106	0.6666666666666666	0	242	242
#	1	0	1	0	0	1	0.03125	0.5	4	0	4955	1106	0.8333333333333334	0	61	122
1	0	0	0	#	#	0	0.03125	0.5	3	0	4994	1107	0.6666666666666666	0	122	244
0	#	1	#	0	#	0	0.0010071414271945274	0.2515463917525773	2	0	4971	1110	0.5	0	122	485
0	0	#	0	1	1	1	0.032562843612755486	0.5041322314049587	3	0	4962	1110	0.8333333333333334	0	61	121
#	1	1	1	0	0	1	0.03125	0.5	4	0	4977	1112	0.8333333333333334	0	61	122
0	#	1	1	#	1	1	1.0	1.0	10	0	4991	1114	0.6666666666666666	0	241	241
#	1	1	#	#	#	1	0.03125	0.5	2	0	4991	1115	0.3333333333333333	0	486	972
1	1	1	0	0	#	1	0.03125	0.5	8	0	4952	1117	0.8333333333333334	0	60	120
0	0	0	0	1	1	0	1.0	1.0	7	0	4939	1121	1.0	0	60	60
0	0	0	#	#	0	0	1.0	1.0	5	0	4985	1123	0.6666666666666666	0	243	243
1	0	0	0	1	#	0	0.0	0.0	1	0	1123	1123	0.8333333333333334	0	0	122
0	1	1	1	0	#	1	1.0	1.0	16	0	4977	1127	0.8333333333333334	0	121	121
#	#	0	1	1	1	1	0.23405398749273643	0.7479338842975206	5	0	4984	1128	0.6666666666666666	0	181	242
1	1	1	#	#	#	0	0.030927837804918198	0.4989648033126294	4	0	4976	1133	0.5	0	241	483
#	1	0	0	#	1	0	0.03190374303770491	0.5020746887966805	4	0	4993	1143	0.6666666666666666	0	121	241
0	#	#	1	#	#	1	0.2373046875	0.75	3	0	4991	1154	0.3333333333333333	0	720	960
#	0	1	0	0	0	0	0.03125	0.5	5	0	4968	1155	0.8333333333333334	0	60	120
0	0	0	0	0	#	0	1.0	1.0	11	0	4985	1156	0.8333333333333334	0	120	120
0	0	#	0	#	1	0	0.03125	0.5	3	0	4947	1157	0.6666666666666666	0	120	240
1	1	0	#	#	0	0	1.0	1.0	6	0	4982	1157	0.6666666666666666	0	240	240
0	#	#	1	0	0	1	0.2373046875	0.75	2	0	4987	1167	0.6666666666666666	0	180	240
#	0	0	1	0	#	0	1.0	1.0	11	0	4981	1168	0.6666666666666666	0	240	240
#	0	0	#	0	1	0	1.0	1.0	14	0	4994	1173	0.6666666666666666	0	239	239
#	0	0	0	1	#	1	0.032585279083595056	0.5042016806722689	2	0	4992	1175	0.6666666666666666	0	120	238
1	0	#	#	0	1	0	1.0	1.0	8	0	4994	1176	0.6666666666666666	0	240	240
1	1	#	1	0	1	1	1.0	1.0	13	0	4989	1178	0.8333333333333334	0	119	119
#	1	1	#	1	1	1	0.2373046875	0.75	3	0	4991	1178	0.6666666666666666	0	180	240
1	1	0	0	1	1	0	0.0	0.0	2	0	1179	1179	1.0	0	0	59
0	1	#	1	1	0	0	0.0	0.0	1	0	1180	1180	0.8333333333333334	0	0	119
0	1	#	#	0	1	1	0.030601682309514048	0.497907949790795	4	0	4966	1183	0.6666666666666666	0	119	239
0	1	0	#	#	#	0	0.03191486979204777	0.5021097046413502	3	0	4998	1191	0.5	0	238	474
0	0	#	#	0	1	1	0.03125	0.5	3	0	4995	1192	0.6666666666666666	0	119	238
0	0	0	#	#	#	0	1.0	1.0	7	0	4985	1193	0.5	0	477	477
0	0	0	#	0	0	0	1.0	1.0	10	0	4985	1193	0.8333333333333334	0	120	120
0	#	#	1	#	1	1	0.2331705607570618	0.7473684210526316	3	0	4991	1195	0.5	0	355	475
0	1	1	1	1	0	0	0.0	0.0	2	0	1196	1196	1.0	0	0	60
#	0	1	1	1	#	1	1.0	1.0	11	0	4997	1197	0.6666666666666666	0	238	238
#	1	1	0	0	1	1	0.03125	0.5	2	0	4952	1199	0.8333333333333334	0	59	118
1	0	1	0	#	0	1	0.03125	0.5	4	0	4964	1202	0.8333333333333334	0	59	118
1	0	1	1	#	0	0	0.029958857775924084	0.4957983193277311	3	0	4948	1206	0.8333333333333334	0	59	119
